DOI,Title,Abstract,FullText,Source
10.3389/fpubh.2022.943234,Mycotic infection as a risk factor for COVID-19: A meta-analysis.,"More than 405 million people have contracted coronavirus disease 2019 (COVID-19) worldwide, and mycotic infection may be related to COVID-19 development. There are a large number of reports showing that COVID-19 patients with mycotic infection have an increased risk of mortality. However, whether mycotic infection can be considered a risk factor for COVID-19 remains unknown. We searched the PubMed and Web of Science databases for studies published from inception to December 27, 2021. Pooled effect sizes were calculated according to a random-effects model or fixed-effect model, depending on heterogeneity. We also performed subgroup analyses to identify differences in mortality rates between continents and fungal species. A total of 20 articles were included in this study. Compared with the controls, patients with mycotic infection had an odds ratio (OR) of 2.69 [95% confidence interval (CI): 2.22-3.26] for mortality and an OR of 2.28 (95% CI: 1.65-3.16) for renal replacement therapy (RRT). We also conducted two subgroup analyses based on continent and fungal species, and we found that Europe and Asia had the highest ORs, while Candida was the most dangerous strain of fungi. We performed Egger's test and Begg's test to evaluate the publication bias of the included articles, and the <i>p</i>-value was 0.423, which indicated no significant bias. Mycotic infection can be regarded as a risk factor for COVID-19, and decision makers should be made aware of this risk.","More than 405 million people have contracted coronavirus disease 2019 (COVID-19) worldwide, and mycotic infection may be related to COVID-19 development. There are a large number of reports showing that COVID-19 patients with mycotic infection have an increased risk of mortality. However, whether mycotic infection can be considered a risk factor for COVID-19 remains unknown. We searched the PubMed and Web of Science databases for studies published from inception to December 27, 2021. Pooled effect sizes were calculated according to a random-effects model or fixed-effect model, depending on heterogeneity. We also performed subgroup analyses to identify differences in mortality rates between continents and fungal species. A total of 20 articles were included in this study. Compared with the controls, patients with mycotic infection had an odds ratio (OR) of 2.69 [95% confidence interval (CI): 2.22-3.26] for mortality and an OR of 2.28 (95% CI: 1.65-3.16) for renal replacement therapy (RRT). We also conducted two subgroup analyses based on continent and fungal species, and we found that Europe and Asia had the highest ORs, while Candida was the most dangerous strain of fungi. We performed Egger's test and Begg's test to evaluate the publication bias of the included articles, and the <i>p</i>-value was 0.423, which indicated no significant bias. Mycotic infection can be regarded as a risk factor for COVID-19, and decision makers should be made aware of this risk.",EuropePMC
10.1080/13510002.2025.2491318,Zinc nanoparticles mitigate azoxystrobin and its nanoencapsulation-induced hepatic and renal toxicity in rats.,"This study sought to ascertain if zinc nanoparticles (ZnNPs) could lessen the toxicity of azoxystrobin (AZ). This naturally occurring methoxyacrylate is one of the most often used fungicides in agriculture in male albino rats. Six sets of 60 mature male albino rats were randomly assigned: control (distilled water), Azoxystrobin formulation (AZOF), Azoxystrobin nano-formula (AZON), ZnNPs, AZOF + ZnNPs, and AZON + ZnNPs. Blood and tissues were obtained for further immunohistochemical, pathological, and biochemical examination. The results showed that exposure to AZOF and AZON significantly increased the levels of the oxidative stress indicators glutathione peroxidase (GPx), catalase (CAT), superoxide dismutase (SOD), and malondialdehyde (MDA). Additionally, AZOF significantly impacts liver function bioindicators, including aspartate aminotransferase (AST) and alanine aminotransferase (ALT) levels. AZOF and AZON induced damage to the liver and kidney by disrupting vascular dilatation and causing hemorrhages, apoptosis, inflammatory lymphocytes, and necrosis. Furthermore, co-administration of ZnNPs with fungicides (AZOF and AZON) can gently enhance the alterations of oxidative stress and liver function bioindicators levels. These findings showed that ZnNPs could help male rats receiving AZ treat their histologically abnormal liver and kidney.","This study sought to ascertain if zinc nanoparticles (ZnNPs) could lessen the toxicity of azoxystrobin (AZ). This naturally occurring methoxyacrylate is one of the most often used fungicides in agriculture in male albino rats. Six sets of 60 mature male albino rats were randomly assigned: control (distilled water), Azoxystrobin formulation (AZOF), Azoxystrobin nano-formula (AZON), ZnNPs, AZOF + ZnNPs, and AZON + ZnNPs. Blood and tissues were obtained for further immunohistochemical, pathological, and biochemical examination. The results showed that exposure to AZOF and AZON significantly increased the levels of the oxidative stress indicators glutathione peroxidase (GPx), catalase (CAT), superoxide dismutase (SOD), and malondialdehyde (MDA). Additionally, AZOF significantly impacts liver function bioindicators, including aspartate aminotransferase (AST) and alanine aminotransferase (ALT) levels. AZOF and AZON induced damage to the liver and kidney by disrupting vascular dilatation and causing hemorrhages, apoptosis, inflammatory lymphocytes, and necrosis. Furthermore, co-administration of ZnNPs with fungicides (AZOF and AZON) can gently enhance the alterations of oxidative stress and liver function bioindicators levels. These findings showed that ZnNPs could help male rats receiving AZ treat their histologically abnormal liver and kidney.",EuropePMC
10.4103/jfmpc.jfmpc_1934_21,"A systematic review of mucormycosis cases in COVID-19: Is it an unholy trilogy of COVID-19, diabetes mellitus, and corticosteroids?","<h4>Background</h4>A significant surge of cases of mucormycosis is seen in individuals with COVID-19 with presence of diabetes mellitus (DM) and usage of corticosteroids. We aim to conduct a systematic analysis of the cases involving presence of mucormycosis and to find out its association with COVID-19, diabetes mellitus, and corticosteroids.<h4>Method</h4>The electronic records of PubMed, Google Scholar, and Science Direct were searched for the case reports and case series that reported mucormycosis in association of COVID-19. The particulars of each case report and case series were retrieved, stored and analyzed.<h4>Results</h4>In this study, 476 cases of mucormycosis were reported. In 346 cases of mucormycosis, the patients were found to be COVID-19 positive. The incidence of diabetes Mellitus (DM) was 67.01%. Corticosteroid was administered in 57.77% of the cases. Mortality was reported in 36.34% of the cases.<h4>Conclusion</h4>An immunosuppressive environment created due to the COVID-19, diabetes mellitus, and extensive use of corticosteroid provide a suitable background for the increased incidence of mucormycosis. The COVID task force should adopt an aggressive multidisciplinary approach to optimize the use of corticosteroids and maintain glucose in the optimal range.","<h4>Background</h4>A significant surge of cases of mucormycosis is seen in individuals with COVID-19 with presence of diabetes mellitus (DM) and usage of corticosteroids. We aim to conduct a systematic analysis of the cases involving presence of mucormycosis and to find out its association with COVID-19, diabetes mellitus, and corticosteroids.<h4>Method</h4>The electronic records of PubMed, Google Scholar, and Science Direct were searched for the case reports and case series that reported mucormycosis in association of COVID-19. The particulars of each case report and case series were retrieved, stored and analyzed.<h4>Results</h4>In this study, 476 cases of mucormycosis were reported. In 346 cases of mucormycosis, the patients were found to be COVID-19 positive. The incidence of diabetes Mellitus (DM) was 67.01%. Corticosteroid was administered in 57.77% of the cases. Mortality was reported in 36.34% of the cases.<h4>Conclusion</h4>An immunosuppressive environment created due to the COVID-19, diabetes mellitus, and extensive use of corticosteroid provide a suitable background for the increased incidence of mucormycosis. The COVID task force should adopt an aggressive multidisciplinary approach to optimize the use of corticosteroids and maintain glucose in the optimal range.",EuropePMC
10.3390/jof9020195,<i>Trichoderma</i> spp.-Related Pneumonia: A Case Report in Heart-Lung Transplantation Recipient and a Systematic Literature Review.,"Opportunistic and hospital-acquired infections are common among recipients of solid organ transplantation. New pathogens are increasingly reported in the intensive care unit (ICU) population. We report a case of a patient who developed <i>Trichoderma</i> spp.-related pneumonia (TRP) after heart-lung transplantation. In the absence of antifungal susceptibility testing, TRP was confirmed by histological examination, and empirical therapy with voriconazole and caspofungin was swiftly initiated. Complete resolution of pneumonia was obtained after prolonged combination therapy. Given the lack of guidelines, we conducted a systematic review to elucidate the diagnostic and therapeutic strategies to apply during <i>Trichoderma</i> infection. After deduplication and selection of full texts, we found 42 articles eligible for the systematic review. Pneumonia seems to be the most common clinical manifestation (31.8%). The most used antifungal therapy was amphotericin B, while combination therapy was also reported (27.3%). All the patients were immunocompromised except for one case. Despite the rarity of <i>Trichoderma</i> spp. infection, the increase in invasive fungal infections is of growing importance in ICU, considering their impact on mortality and the emergence of antifungal resistance. In the absence of prospective and multicenter studies, a review can provide useful insight regarding the epidemiology, clinical manifestations, and management of these unexpected challenges.","Opportunistic and hospital-acquired infections are common among recipients of solid organ transplantation. New pathogens are increasingly reported in the intensive care unit (ICU) population. We report a case of a patient who developed <i>Trichoderma</i> spp.-related pneumonia (TRP) after heart-lung transplantation. In the absence of antifungal susceptibility testing, TRP was confirmed by histological examination, and empirical therapy with voriconazole and caspofungin was swiftly initiated. Complete resolution of pneumonia was obtained after prolonged combination therapy. Given the lack of guidelines, we conducted a systematic review to elucidate the diagnostic and therapeutic strategies to apply during <i>Trichoderma</i> infection. After deduplication and selection of full texts, we found 42 articles eligible for the systematic review. Pneumonia seems to be the most common clinical manifestation (31.8%). The most used antifungal therapy was amphotericin B, while combination therapy was also reported (27.3%). All the patients were immunocompromised except for one case. Despite the rarity of <i>Trichoderma</i> spp. infection, the increase in invasive fungal infections is of growing importance in ICU, considering their impact on mortality and the emergence of antifungal resistance. In the absence of prospective and multicenter studies, a review can provide useful insight regarding the epidemiology, clinical manifestations, and management of these unexpected challenges.",EuropePMC
10.1371/journal.pone.0293956,Investigation of nasal epithelial cells as a surrogate for bronchial epithelial cells in the research of equine asthma.,"Equine asthma, previously known as Recurrent Airway Obstruction (RAO) or Inflammatory Airway Disease (IAD), is an often-debilitating condition that may severely affect both performance and quality of life. Research is hindered by the low sample numbers of subjects recruited to studies, a consequence in part of the invasive nature of the sampling methods of bronchial brushing and biopsy. We present an alternative method of sampling equine airway epithelial cells, the 'nasal brush method' (NBM). Obtained by light brushing of the ventral meatus whilst the horse is under standing sedation, these cells express the same markers of differentiation as their deeper counterparts. Grown as 3-D spheroids or as air-liquid interface cultures, nasal epithelial cells are responsive to the inflammatory cytokine interleukin-13. This may be attenuated by modulation of the Notch signalling pathway using the gamma-secretase inhibitor Semagecestat; a previously unreported finding that cements the link between equine and human asthma research and strengthens the case for a One Health approach in researching asthma pathophysiology and therapeutic intervention.","Equine asthma, previously known as Recurrent Airway Obstruction (RAO) or Inflammatory Airway Disease (IAD), is an often-debilitating condition that may severely affect both performance and quality of life. Research is hindered by the low sample numbers of subjects recruited to studies, a consequence in part of the invasive nature of the sampling methods of bronchial brushing and biopsy. We present an alternative method of sampling equine airway epithelial cells, the 'nasal brush method' (NBM). Obtained by light brushing of the ventral meatus whilst the horse is under standing sedation, these cells express the same markers of differentiation as their deeper counterparts. Grown as 3-D spheroids or as air-liquid interface cultures, nasal epithelial cells are responsive to the inflammatory cytokine interleukin-13. This may be attenuated by modulation of the Notch signalling pathway using the gamma-secretase inhibitor Semagecestat; a previously unreported finding that cements the link between equine and human asthma research and strengthens the case for a One Health approach in researching asthma pathophysiology and therapeutic intervention.",EuropePMC
10.3390/foods13193087,Exploration of Volatileomics and Optical Properties of <i>Fusarium graminearum</i>-Contaminated Maize: An Application Basis for Low-Cost and Non-Destructive Detection.,"<i>Fusarium graminearum</i> (<i>F. graminearum</i>) in maize poses a threat to grain security. Current non-destructive detection methods face limited practical applications in grain quality detection. This study aims to understand the optical properties and volatileomics of <i>F. graminearum</i>-contaminated maize. Specifically, the transmission and reflection spectra (wavelength range of 200-1100 nm) were used to explore the optical properties of <i>F. graminearum</i>-contaminated maize. Volatile organic compounds (VOCs) of <i>F. graminearum</i>-contaminated maize were determined by headspace solid phase micro-extraction with gas chromatography-tandem mass spectrometry. The VOCs of normal maize were mainly alcohols and ketones, while the VOCs of severely contaminated maize became organic acids and alcohols. The ultraviolet excitation spectrum of maize showed a peak redshift as fungi grew, and the intensity decreased in the 400-600 nm band. Peak redshift and intensity changes were observed in the visible/near-infrared reflectance and transmission spectra of <i>F. graminearum</i>-contaminated maize. Remarkably, optical imaging platforms based on optical properties were developed to ensure high-throughput detection for single-kernel maize. The developed imaging platform could achieve more than 80% classification accuracy, whereas asymmetric polarization imaging achieved more than 93% prediction accuracy. Overall, these results can provide theoretical support for the cost-effective preparation of low-cost gas sensors and high-prediction sorting equipment for maize quality detection.","<i>Fusarium graminearum</i> (<i>F. graminearum</i>) in maize poses a threat to grain security. Current non-destructive detection methods face limited practical applications in grain quality detection. This study aims to understand the optical properties and volatileomics of <i>F. graminearum</i>-contaminated maize. Specifically, the transmission and reflection spectra (wavelength range of 200-1100 nm) were used to explore the optical properties of <i>F. graminearum</i>-contaminated maize. Volatile organic compounds (VOCs) of <i>F. graminearum</i>-contaminated maize were determined by headspace solid phase micro-extraction with gas chromatography-tandem mass spectrometry. The VOCs of normal maize were mainly alcohols and ketones, while the VOCs of severely contaminated maize became organic acids and alcohols. The ultraviolet excitation spectrum of maize showed a peak redshift as fungi grew, and the intensity decreased in the 400-600 nm band. Peak redshift and intensity changes were observed in the visible/near-infrared reflectance and transmission spectra of <i>F. graminearum</i>-contaminated maize. Remarkably, optical imaging platforms based on optical properties were developed to ensure high-throughput detection for single-kernel maize. The developed imaging platform could achieve more than 80% classification accuracy, whereas asymmetric polarization imaging achieved more than 93% prediction accuracy. Overall, these results can provide theoretical support for the cost-effective preparation of low-cost gas sensors and high-prediction sorting equipment for maize quality detection.",EuropePMC
10.3390/cimb46100688,Whole-Genome Sequencing of the Entomopathogenic Fungus <i>Fusarium solani</i> KMZW-1 and Its Efficacy Against <i>Bactrocera dorsalis</i>.,"<i>Fusarium solani</i> KMZW-1 is recognized for its potential as a biocontrol agent against agricultural and forestry pests, particularly due to its compatibility with integrated pest management (IPM) strategies. This study aimed to investigate the complete genome of <i>F. solani</i> KMZW-1 and assess its pathogenicity against <i>Bactrocera dorsalis</i>. Whole-genome sequencing revealed a genome size of 47,239,278 bp, comprising 27 contigs, with a GC content of 51.16% and fungus identified as <i>F. solani</i> KMZW-1. The genome completeness was assessed as 97.93% using BUSCO analysis, the DFVF sequence identifier was <i>Fusarium</i> 0G092560.1, and AntiSMASH analysis identified 35 gene clusters associated with secondary metabolite biosynthesis, providing insights into the genetic basis of its pathogenic mechanisms and biocontrol potential. Comparative genomic analysis found 269 unique genes for <i>F. solani</i> KMZW-1, and collinearity analysis exhibited a high degree of synteny with <i>Fusarium solani-melongenae</i>. The pathogenicity of <i>F. solani</i> KMZW-1 was assessed using concentrations ranging from 1 × 10<sup>4</sup> to 1 × 10<sup>11</sup> conidia/mL. Higher concentrations (1 × 10<sup>10</sup> to 1 × 10<sup>11</sup> conidia/mL) resulted in significantly increased cumulative mortality rates of <i>B. dorsalis</i> adults compared to the control group. Notably, the pathogenicity was higher in male adults than in females. Probit analysis yielded LC<sub>50</sub> (50% lethal concentration) values of 5.662 for female and 4.486 for male <i>B. dorsalis</i> adults. In summary, <i>F. solani</i>, KMZW-1 exhibits strong insecticidal activity against <i>B. dorsalis</i> and shows potential as a biocontrol agent with IPM strategies. These findings provide robust genomic evidence supporting the use of <i>F. solani</i> KMZW-1 in managing against <i>B. dorsalis</i> populations.","<i>Fusarium solani</i> KMZW-1 is recognized for its potential as a biocontrol agent against agricultural and forestry pests, particularly due to its compatibility with integrated pest management (IPM) strategies. This study aimed to investigate the complete genome of <i>F. solani</i> KMZW-1 and assess its pathogenicity against <i>Bactrocera dorsalis</i>. Whole-genome sequencing revealed a genome size of 47,239,278 bp, comprising 27 contigs, with a GC content of 51.16% and fungus identified as <i>F. solani</i> KMZW-1. The genome completeness was assessed as 97.93% using BUSCO analysis, the DFVF sequence identifier was <i>Fusarium</i> 0G092560.1, and AntiSMASH analysis identified 35 gene clusters associated with secondary metabolite biosynthesis, providing insights into the genetic basis of its pathogenic mechanisms and biocontrol potential. Comparative genomic analysis found 269 unique genes for <i>F. solani</i> KMZW-1, and collinearity analysis exhibited a high degree of synteny with <i>Fusarium solani-melongenae</i>. The pathogenicity of <i>F. solani</i> KMZW-1 was assessed using concentrations ranging from 1 × 10<sup>4</sup> to 1 × 10<sup>11</sup> conidia/mL. Higher concentrations (1 × 10<sup>10</sup> to 1 × 10<sup>11</sup> conidia/mL) resulted in significantly increased cumulative mortality rates of <i>B. dorsalis</i> adults compared to the control group. Notably, the pathogenicity was higher in male adults than in females. Probit analysis yielded LC<sub>50</sub> (50% lethal concentration) values of 5.662 for female and 4.486 for male <i>B. dorsalis</i> adults. In summary, <i>F. solani</i>, KMZW-1 exhibits strong insecticidal activity against <i>B. dorsalis</i> and shows potential as a biocontrol agent with IPM strategies. These findings provide robust genomic evidence supporting the use of <i>F. solani</i> KMZW-1 in managing against <i>B. dorsalis</i> populations.",EuropePMC
10.3390/insects15040278,High Trunk Truncation as a Potential Sustainable Management Option for Asian Longhorned Beetle on <i>Salix babylonica</i>.,"The Asian longhorned beetle (ALB) causes substantial economic and ecological losses, thus, an environmentally friendly management strategy is needed. Here, we propose high trunk truncation (HTT), the removal of the above 200 cm portion of trees, as a sustainable management strategy to control ALB. To examine the hypothesis, an initial step involved the assessment of various biological characteristics of ALB. Subsequently, a controlled field experiment was carried out utilizing HTT. Finally, HTT was applied in two additional ALB infestation regions. The results of the study of the biological characteristics of ALB showed that 76.31-78.88% of frass holes and 85.08-87.93% of emergence holes were located on branches above 200 cm. Adults preferred to feed on branches 2-3 cm in diameter, ALB eggs were predominantly laid on 5 cm branches, and both were primarily located above 200 cm. These results revealed a correlation between the number of ALBs and the tree crown height. The controlled field experiment showed that the number of ALBs was significantly decreased when the HTT strategy was implemented: approximately 90% of frass holes and 95% of adults were eradicated by HTT compared with the control. Different field surveys involving HTT have shown similar results. These findings provide valuable insights into a sustainable and efficient management strategy for reducing the number of ALBs.","The Asian longhorned beetle (ALB) causes substantial economic and ecological losses, thus, an environmentally friendly management strategy is needed. Here, we propose high trunk truncation (HTT), the removal of the above 200 cm portion of trees, as a sustainable management strategy to control ALB. To examine the hypothesis, an initial step involved the assessment of various biological characteristics of ALB. Subsequently, a controlled field experiment was carried out utilizing HTT. Finally, HTT was applied in two additional ALB infestation regions. The results of the study of the biological characteristics of ALB showed that 76.31-78.88% of frass holes and 85.08-87.93% of emergence holes were located on branches above 200 cm. Adults preferred to feed on branches 2-3 cm in diameter, ALB eggs were predominantly laid on 5 cm branches, and both were primarily located above 200 cm. These results revealed a correlation between the number of ALBs and the tree crown height. The controlled field experiment showed that the number of ALBs was significantly decreased when the HTT strategy was implemented: approximately 90% of frass holes and 95% of adults were eradicated by HTT compared with the control. Different field surveys involving HTT have shown similar results. These findings provide valuable insights into a sustainable and efficient management strategy for reducing the number of ALBs.",EuropePMC
,"Discovery, Identification, and Insecticidal Activity of an Aspergillus flavus Strain Isolated from a Saline–Alkali Soil Sample",,,EuropePMC
10.1002/ece3.11368,Microbial vectoring capacity by internal- and external-infesting stored product insects after varying dispersal periods between novel food patches: An underestimated risk.,"Understanding the ability of internal- and external-infesting stored product insects to vector microbes is important for estimating the relative risk that insects pose to postharvest commodities as they move between habitat patches and in the landscape. Thus, the aim of the current study was to evaluate and compare the microbial growth in novel food patches at different dispersal periods by different populations of <i>Sitophilus oryzae</i> (e.g., internal-infesting) and <i>Lasioderma serricorne</i> (e.g., external-infesting). Adults of both species collected from laboratory colonies or field-captured populations were either placed immediately in a novel food patch, or given a dispersal period of 24 or 72 h in a sterilized environment before entering a surrogate food patch. Vectored microbes in new food patches were imaged after 3 or 5 days of foraging, and microbial growth was processed using ImageJ while fungal species were identified through sequencing the ITS4/5 ribosomal subunit. We found that increasing dispersal time resulted in multiple-fold reductions in microbial growth surrogate food patches by <i>L. serricorne</i> but not <i>S. oryzae</i>. This was likely attributable to higher mobility by <i>S. oryzae</i> than <i>L. serricorne</i>. A total of 20 morphospecies were identified from 13 genera among the 59 sequences, with a total of 23% and 16% classified as <i>Aspergillus</i> and <i>Penicillium</i> spp. Our data suggest that there is a persistent risk of microbial contamination by both species, which has important food safety implications at food facilities.","Understanding the ability of internal- and external-infesting stored product insects to vector microbes is important for estimating the relative risk that insects pose to postharvest commodities as they move between habitat patches and in the landscape. Thus, the aim of the current study was to evaluate and compare the microbial growth in novel food patches at different dispersal periods by different populations of <i>Sitophilus oryzae</i> (e.g., internal-infesting) and <i>Lasioderma serricorne</i> (e.g., external-infesting). Adults of both species collected from laboratory colonies or field-captured populations were either placed immediately in a novel food patch, or given a dispersal period of 24 or 72 h in a sterilized environment before entering a surrogate food patch. Vectored microbes in new food patches were imaged after 3 or 5 days of foraging, and microbial growth was processed using ImageJ while fungal species were identified through sequencing the ITS4/5 ribosomal subunit. We found that increasing dispersal time resulted in multiple-fold reductions in microbial growth surrogate food patches by <i>L. serricorne</i> but not <i>S. oryzae</i>. This was likely attributable to higher mobility by <i>S. oryzae</i> than <i>L. serricorne</i>. A total of 20 morphospecies were identified from 13 genera among the 59 sequences, with a total of 23% and 16% classified as <i>Aspergillus</i> and <i>Penicillium</i> spp. Our data suggest that there is a persistent risk of microbial contamination by both species, which has important food safety implications at food facilities.",EuropePMC
10.3390/molecules29184406,Sources and Extraction of Biopolymers and Manufacturing of Bio-Based Nanocomposites for Different Applications.,"In the recent era, bio-nanocomposites represent an emerging group of nanostructured hybrid materials and have been included in a new field at the frontier of materials science, life sciences, and nanotechnology. These biohybrid materials reveal developed structural and functional features of great attention for diverse uses. These materials take advantage of the synergistic assembling of biopolymers with nanometer-sized reinforcements. Conversely, polysaccharides have received great attention due to their several biological properties like antimicrobial and antioxidant performance. They mainly originated in different parts of plants, animals, seaweed, and microorganisms (bacteria, fungi, and yeasts). Polysaccharide-based nanocomposites have great features, like developed physical, structural, and functional features; affordability; biodegradability; and biocompatibility. These bio-based nanocomposites have been applied in biomedical, water treatment, food industries, etc. This paper will focus on the very recent trends in bio-nanocomposite based on polysaccharides for diverse applications. Sources and extraction methods of polysaccharides and preparation methods of their nanocomposites will be discussed.","In the recent era, bio-nanocomposites represent an emerging group of nanostructured hybrid materials and have been included in a new field at the frontier of materials science, life sciences, and nanotechnology. These biohybrid materials reveal developed structural and functional features of great attention for diverse uses. These materials take advantage of the synergistic assembling of biopolymers with nanometer-sized reinforcements. Conversely, polysaccharides have received great attention due to their several biological properties like antimicrobial and antioxidant performance. They mainly originated in different parts of plants, animals, seaweed, and microorganisms (bacteria, fungi, and yeasts). Polysaccharide-based nanocomposites have great features, like developed physical, structural, and functional features; affordability; biodegradability; and biocompatibility. These bio-based nanocomposites have been applied in biomedical, water treatment, food industries, etc. This paper will focus on the very recent trends in bio-nanocomposite based on polysaccharides for diverse applications. Sources and extraction methods of polysaccharides and preparation methods of their nanocomposites will be discussed.",EuropePMC
10.3390/polym16213015,Bio-Based and Biodegradable Polymeric Materials for a Circular Economy.,"Nowadays, plastic contamination worldwide is a concerning reality that can be addressed with appropriate society education as well as looking for innovative polymeric alternatives based on the reuse of waste and recycling with a circular economy point of view, thus taking into consideration that a future world without plastic is quite impossible to conceive. In this regard, in this review, we focus on sustainable polymeric materials, biodegradable and bio-based polymers, additives, and micro/nanoparticles to be used to obtain new environmentally friendly polymeric-based materials. Although biodegradable polymers possess poorer overall properties than traditional ones, they have gained a huge interest in many industrial sectors due to their inherent biodegradability in natural environments. Therefore, several strategies have been proposed to improve their properties and extend their industrial applications. Blending strategies, as well as the development of composites and nanocomposites, have shown promising perspectives for improving their performances, emphasizing biopolymeric blend formulations and bio-based micro and nanoparticles to produce fully sustainable polymeric-based materials. The Review also summarizes recent developments in polymeric blends, composites, and nanocomposite plasticization, with a particular focus on naturally derived plasticizers and their chemical modifications to increase their compatibility with the polymeric matrices. The current state of the art of the most important bio-based and biodegradable polymers is also reviewed, mainly focusing on their synthesis and processing methods scalable to the industrial sector, such as melt and solution blending approaches like melt-extrusion, injection molding, film forming as well as solution electrospinning, among others, without neglecting their degradation processes.","Nowadays, plastic contamination worldwide is a concerning reality that can be addressed with appropriate society education as well as looking for innovative polymeric alternatives based on the reuse of waste and recycling with a circular economy point of view, thus taking into consideration that a future world without plastic is quite impossible to conceive. In this regard, in this review, we focus on sustainable polymeric materials, biodegradable and bio-based polymers, additives, and micro/nanoparticles to be used to obtain new environmentally friendly polymeric-based materials. Although biodegradable polymers possess poorer overall properties than traditional ones, they have gained a huge interest in many industrial sectors due to their inherent biodegradability in natural environments. Therefore, several strategies have been proposed to improve their properties and extend their industrial applications. Blending strategies, as well as the development of composites and nanocomposites, have shown promising perspectives for improving their performances, emphasizing biopolymeric blend formulations and bio-based micro and nanoparticles to produce fully sustainable polymeric-based materials. The Review also summarizes recent developments in polymeric blends, composites, and nanocomposite plasticization, with a particular focus on naturally derived plasticizers and their chemical modifications to increase their compatibility with the polymeric matrices. The current state of the art of the most important bio-based and biodegradable polymers is also reviewed, mainly focusing on their synthesis and processing methods scalable to the industrial sector, such as melt and solution blending approaches like melt-extrusion, injection molding, film forming as well as solution electrospinning, among others, without neglecting their degradation processes.",EuropePMC
10.1093/jee/toac198,Influence of Wireworm Diet on its Susceptibility to and Control With the Entomopathogenic Fungus Metarhizium brunneum (Hypocreales: Clavicipitaceae) in Laboratory and Field Settings.,"Entomopathogenic fungi (EPF) represent promising control agents against wireworms but success in field experiments is inconsistent. The physiological condition of the targeted insect is crucial for its ability to withstand fungal infection. In particular, nutritional status is among the most important determinants of the insects' immune defense. In this study, we investigated the effects of diet on the development of the wireworm Agriotes obscurus (L.) (Coleoptera: Elateridae) and its subsequent susceptibility to the fungal pathogen Metarhizium brunneum (Petch) (Hypocreales: Clavicipitaceae) in a pot experiment. After being reared on one of five plant diets for eight weeks, wireworms were exposed to an environment inoculated with the EPF and monitored for their susceptibility to fungal infection. We then performed a field experiment in which three plant diets (clover, radish, and a cover crop mix), selected according to the insects' performance in the laboratory experiment, were grown as a cover crop with EPF application. Plant diet influenced growth and development of larvae, but there were no strong differences in susceptibility toward fungal infection in the laboratory experiment. Damage levels in EPF-treated plots in the field varied depending on the cover crop. Damage was highest in plots planted with a mix of cover crop species, whereas damage was lowest in plots with clover or radish alone. This agrees with the laboratory results where insect performance was inferior when fed on clover or radish. Cover crop effects on wireworm damage in the subsequent cash crop may thus vary depending on the cover crop species selected.","Entomopathogenic fungi (EPF) represent promising control agents against wireworms but success in field experiments is inconsistent. The physiological condition of the targeted insect is crucial for its ability to withstand fungal infection. In particular, nutritional status is among the most important determinants of the insects' immune defense. In this study, we investigated the effects of diet on the development of the wireworm Agriotes obscurus (L.) (Coleoptera: Elateridae) and its subsequent susceptibility to the fungal pathogen Metarhizium brunneum (Petch) (Hypocreales: Clavicipitaceae) in a pot experiment. After being reared on one of five plant diets for eight weeks, wireworms were exposed to an environment inoculated with the EPF and monitored for their susceptibility to fungal infection. We then performed a field experiment in which three plant diets (clover, radish, and a cover crop mix), selected according to the insects' performance in the laboratory experiment, were grown as a cover crop with EPF application. Plant diet influenced growth and development of larvae, but there were no strong differences in susceptibility toward fungal infection in the laboratory experiment. Damage levels in EPF-treated plots in the field varied depending on the cover crop. Damage was highest in plots planted with a mix of cover crop species, whereas damage was lowest in plots with clover or radish alone. This agrees with the laboratory results where insect performance was inferior when fed on clover or radish. Cover crop effects on wireworm damage in the subsequent cash crop may thus vary depending on the cover crop species selected.",EuropePMC
