DOI,Title,Abstract,FullText,Source
10.1016/j.nmni.2025.101592,Antibiotic resistance patterns of community-acquired urinary tract infections caused by Enterobacterales in Albania.,"The escalating rates of antibiotic resistance, especially through Extended-Spectrum Beta-Lactamase (ESBL) production within Enterobacterales represents a critical challenge in the effective management and treatment of urinary tract infections (UTIs). This study aims to examine the distribution of pathogens, assess the prevalence of ESBL production, and analyze the resistance patterns of Enterobacterales isolated from outpatient urocultures in Albania. Midstream urine specimens from 406 patients were cultured on MacConkey agar and analyzed using the VITEK 2 automated system (bioMérieux, France). Samples with a bacterial count of ≥100,000 CFU/ml were considered positive for UTIs. Statistical analyses were conducted using SPSS software, version 27.0. Among the analyzed samples, 271 (66.7 %) tested positive for UTIs. Gram-negative bacteria, particularly Enterobacterales (88.5 %) were the most common while <i>E. coli</i> was the predominant microorganism (87.0 %). The demographic analysis revealed that females (74.5 %) and young adults (18-34 years) (54.0 %) were the most affected groups. High resistance rates were observed for tetracycline (55.0 %), piperacillin (43.0 %), and trimethoprim (38.5 %), while resistance to meropenem was very low (1.0 %). A total of 25 isolates (12.5 %) were positive for ESBL production. Among the <i>E. coli</i> isolates, 12.1 % (21/174) tested positive. Statistical analysis indicated a significant association between female gender and increased antibiotic resistance. Our findings highlight the significant issue of antibiotic resistance in community-acquired UTIs in Albania, particularly involving Enterobacterales. Ongoing surveillance and tailored treatment strategies, alongside antibiotic stewardship programs, are crucial to address this growing public health concern.","The escalating rates of antibiotic resistance, especially through Extended-Spectrum Beta-Lactamase (ESBL) production within Enterobacterales represents a critical challenge in the effective management and treatment of urinary tract infections (UTIs). This study aims to examine the distribution of pathogens, assess the prevalence of ESBL production, and analyze the resistance patterns of Enterobacterales isolated from outpatient urocultures in Albania. Midstream urine specimens from 406 patients were cultured on MacConkey agar and analyzed using the VITEK 2 automated system (bioMérieux, France). Samples with a bacterial count of ≥100,000 CFU/ml were considered positive for UTIs. Statistical analyses were conducted using SPSS software, version 27.0. Among the analyzed samples, 271 (66.7 %) tested positive for UTIs. Gram-negative bacteria, particularly Enterobacterales (88.5 %) were the most common while <i>E. coli</i> was the predominant microorganism (87.0 %). The demographic analysis revealed that females (74.5 %) and young adults (18-34 years) (54.0 %) were the most affected groups. High resistance rates were observed for tetracycline (55.0 %), piperacillin (43.0 %), and trimethoprim (38.5 %), while resistance to meropenem was very low (1.0 %). A total of 25 isolates (12.5 %) were positive for ESBL production. Among the <i>E. coli</i> isolates, 12.1 % (21/174) tested positive. Statistical analysis indicated a significant association between female gender and increased antibiotic resistance. Our findings highlight the significant issue of antibiotic resistance in community-acquired UTIs in Albania, particularly involving Enterobacterales. Ongoing surveillance and tailored treatment strategies, alongside antibiotic stewardship programs, are crucial to address this growing public health concern.",PubMed
10.1002/ece3.71483,"Co-Infection, but Not Infection Intensity, Increases Shedding in a Gastrointestinal Helminth of Gamebirds.","Host heterogeneity in disease transmission is commonly seen across host-pathogen systems, and identifying individuals who contribute disproportionately to pathogen transmission (i.e., superspreaders) is key to understanding disease dynamics and managing outbreaks. It is often assumed that shedding intensity is directly proportional to infection intensity. However, theory predicts that co-infection might modulate the relationship between infection intensity and shedding, promoting increased onward transmission. Here, we quantify the relative importance of infection intensity and co-infection on shedding in <i>Heterakis gallinarum</i>, a gastrointestinal helminth of gamebirds, in a population of ring-necked pheasants during the shooting season of 2023. We found that infection intensity was a poor predictor of shedding intensity. Instead, increased shedding was linked to co-infections with other endoparasites. Hosts co-infected with <i>Syngamus trachea, Capillaria</i> spp. and/or <i>Eimeria</i> spp. exhibited higher shedding intensity of <i>H. gallinarum</i> than those infected with <i>H. gallinarum</i> alone. This effect was additive, with each additional co-infection further increasing <i>H. gallinarum</i> shedding. There were no sex differences in shedding, but male hosts had higher <i>H. gallinarum</i> infection intensities. Our results show that shedding intensity is not simply explained by infection intensity, but rather is the result of complex host-parasite and parasite-parasite interactions. This highlights the importance of considering such interactions in understanding disease emergence and persistence in natural populations.","Host heterogeneity in disease transmission is commonly seen across host-pathogen systems, and identifying individuals who contribute disproportionately to pathogen transmission (i.e., superspreaders) is key to understanding disease dynamics and managing outbreaks. It is often assumed that shedding intensity is directly proportional to infection intensity. However, theory predicts that co-infection might modulate the relationship between infection intensity and shedding, promoting increased onward transmission. Here, we quantify the relative importance of infection intensity and co-infection on shedding in <i>Heterakis gallinarum</i>, a gastrointestinal helminth of gamebirds, in a population of ring-necked pheasants during the shooting season of 2023. We found that infection intensity was a poor predictor of shedding intensity. Instead, increased shedding was linked to co-infections with other endoparasites. Hosts co-infected with <i>Syngamus trachea, Capillaria</i> spp. and/or <i>Eimeria</i> spp. exhibited higher shedding intensity of <i>H. gallinarum</i> than those infected with <i>H. gallinarum</i> alone. This effect was additive, with each additional co-infection further increasing <i>H. gallinarum</i> shedding. There were no sex differences in shedding, but male hosts had higher <i>H. gallinarum</i> infection intensities. Our results show that shedding intensity is not simply explained by infection intensity, but rather is the result of complex host-parasite and parasite-parasite interactions. This highlights the importance of considering such interactions in understanding disease emergence and persistence in natural populations.",PubMed
10.3389/fcell.2025.1538934,Cell-based high-content approach for SARS-CoV-2 neutralization identifies unique monoclonal antibodies and PI3K pathway inhibitors.,"The sudden rise of the SARS-CoV-2 virus and the delay in development of effective therapeutics for mitigation made evident a need for ways to screen compounds that can block infection and prevent further pathogenesis and spread. However, identifying effective drugs that are efficacious against viral infection and replication with minimal toxicity for the patient can be difficult. Monoclonal antibodies were shown to be effective, but as the SARS-CoV-2 mutated, these antibodies became ineffective. Small-molecule antivirals were identified using pseudovirus constructs to recapitulate infection in nonhuman cells, such as Vero E6 cells. However, the impact was limited due to poor translation of these compounds in the clinical setting. This is partly due to the lack of similarity of screening platforms to the <i>in vivo</i> physiology of the patient and partly because drugs effective <i>in vitro</i> showed dose-limiting toxicities. In this study, we performed two high-throughput screens in human lung adenocarcinoma cells with authentic SARS-CoV-2 virus to identify both monoclonal antibodies that neutralize the virus and clinically useful kinase inhibitors to block the virus and prioritize minimal host toxicity. Using high-content imaging combined with single-cell and multidimensional analysis, we identified antibodies and kinase inhibitors that reduce viral infection without affecting the host. Our screening technique uncovered novel antibodies and overlooked kinase inhibitors (i.e., PIK3i, mTORi, and multiple RTKi) that could be effective against the SARS-CoV-2 virus. Further characterization of these molecules will streamline the repurposing of compounds for the treatment of future pandemics and uncover novel mechanisms viruses use to hijack and infect host cells.","The sudden rise of the SARS-CoV-2 virus and the delay in development of effective therapeutics for mitigation made evident a need for ways to screen compounds that can block infection and prevent further pathogenesis and spread. However, identifying effective drugs that are efficacious against viral infection and replication with minimal toxicity for the patient can be difficult. Monoclonal antibodies were shown to be effective, but as the SARS-CoV-2 mutated, these antibodies became ineffective. Small-molecule antivirals were identified using pseudovirus constructs to recapitulate infection in nonhuman cells, such as Vero E6 cells. However, the impact was limited due to poor translation of these compounds in the clinical setting. This is partly due to the lack of similarity of screening platforms to the <i>in vivo</i> physiology of the patient and partly because drugs effective <i>in vitro</i> showed dose-limiting toxicities. In this study, we performed two high-throughput screens in human lung adenocarcinoma cells with authentic SARS-CoV-2 virus to identify both monoclonal antibodies that neutralize the virus and clinically useful kinase inhibitors to block the virus and prioritize minimal host toxicity. Using high-content imaging combined with single-cell and multidimensional analysis, we identified antibodies and kinase inhibitors that reduce viral infection without affecting the host. Our screening technique uncovered novel antibodies and overlooked kinase inhibitors (i.e., PIK3i, mTORi, and multiple RTKi) that could be effective against the SARS-CoV-2 virus. Further characterization of these molecules will streamline the repurposing of compounds for the treatment of future pandemics and uncover novel mechanisms viruses use to hijack and infect host cells.",PubMed
10.3389/fcell.2025.1582039,Impact of hyperglycaemia on cellular microenvironment and function of endometrium and uterine tube: scoping review focused on infertility in diabetic women.,"Diabetes mellitus (DM) and associated comorbidities correspond to female infertility by many interrelated mechanisms. Yet most prior research focuses only on ovary dysfunction. Our work evaluates literature mechanisms of DM-induced uterine tube and endometrial dysfunction, corresponding impacts on female fertility, and potential evidence-based intervention targets. We conducted a scoping review (mapping review) follows the Joanna Briggs Institute (Manual for Evidence Synthesis, 2020 version). After identifying the research questions, we conducted a comprehensive search across four electronic databases by entering the keyword ""diabetes"", with a combination with other keywords as the uterus, endometrium, uterine/Fallopian tube, infertility and embryo implantation. We excluded manuscripts that address the issue of gestational diabetes. Most of these studies were in animals. There is compelling evidence for connecting DM with uterine tube infertility <i>via</i> endometriosis, thyroid dysfunction, and susceptibility to infectious disease. DM damages the endometrium before pregnancy <i>via</i> glucose toxicity, lesions, excessive immune activity, and other mechanisms. DM also hinders endometrium receptivity and embryo-endometrium crosstalk, such as through disrupted endometrium glucose homeostasis. We also hypothesize how DM may affect the function of immune cells in uterine tube and uterus, including changes in the number and types of cells of innate and acquired immunity, disrupting immunological barrier in uterine tube, alterations in formation of neutrophil extracellular traps or polarization of macrophages. We discuss evidence for clinical practice in terms of glycaemic control, lifestyle modifications, and medical interventions. For example, there is currently substantial evidence from rodent models for using metformin for increase in endometrial thickness, number of stromal cells and blood vessels and restoration of normal endometrial architecture, and bariatric surgery for recruitment of protective immune cell types to the endometrium. We also briefly highlight the future prospects of stem cells, artificial intelligence, and other new approaches for managing DM-associated female infertility. Further studies are necessary for optimizing female reproductive outcomes.","Diabetes mellitus (DM) and associated comorbidities correspond to female infertility by many interrelated mechanisms. Yet most prior research focuses only on ovary dysfunction. Our work evaluates literature mechanisms of DM-induced uterine tube and endometrial dysfunction, corresponding impacts on female fertility, and potential evidence-based intervention targets. We conducted a scoping review (mapping review) follows the Joanna Briggs Institute (Manual for Evidence Synthesis, 2020 version). After identifying the research questions, we conducted a comprehensive search across four electronic databases by entering the keyword ""diabetes"", with a combination with other keywords as the uterus, endometrium, uterine/Fallopian tube, infertility and embryo implantation. We excluded manuscripts that address the issue of gestational diabetes. Most of these studies were in animals. There is compelling evidence for connecting DM with uterine tube infertility <i>via</i> endometriosis, thyroid dysfunction, and susceptibility to infectious disease. DM damages the endometrium before pregnancy <i>via</i> glucose toxicity, lesions, excessive immune activity, and other mechanisms. DM also hinders endometrium receptivity and embryo-endometrium crosstalk, such as through disrupted endometrium glucose homeostasis. We also hypothesize how DM may affect the function of immune cells in uterine tube and uterus, including changes in the number and types of cells of innate and acquired immunity, disrupting immunological barrier in uterine tube, alterations in formation of neutrophil extracellular traps or polarization of macrophages. We discuss evidence for clinical practice in terms of glycaemic control, lifestyle modifications, and medical interventions. For example, there is currently substantial evidence from rodent models for using metformin for increase in endometrial thickness, number of stromal cells and blood vessels and restoration of normal endometrial architecture, and bariatric surgery for recruitment of protective immune cell types to the endometrium. We also briefly highlight the future prospects of stem cells, artificial intelligence, and other new approaches for managing DM-associated female infertility. Further studies are necessary for optimizing female reproductive outcomes.",PubMed
10.32604/or.2025.062207,Molecular insights into immune evasion in head and neck squamous cell carcinomas: Toward a promising treatment strategy.,"Head and neck squamous cell carcinoma (HNSCC) is a highly aggressive and devastating disease arising primarily from the mucosal epithelium of the oral cavity, pharynx, and larynx. HNSCC ranks as the sixth most common cancer worldwide, carrying significant morbidity and mortality. HPV-positive HNSCC can be partially prevented with the FDA-approved HPV vaccine and generally exhibits a more favorable prognosis compared to HPV-negative cases. However, effective screening and treatment approaches remain elusive for HPV-negative HNSCC. While precancerous lesions may precede invasive cancer in certain situations, most patients present with advanced disease without prior indication of precancerous conditions. Despite robust immune cell infiltration in HNSCC tumors, the extent and composition of immune infiltration vary widely among patients, and these tumors often evade immune surveillance through diverse mechanisms. Given the heterogeneous nature of HNSCC influenced by anatomical location and etiological factors, precise identification of biomarkers and personalized treatment strategies are imperative. In this study, we aim to explore the possibility of establishing an effective treatment strategy to overcome obstacles to targeted treatment and enable long-term survival through detailed molecular characterization and immune profiling of HNSCC.","Head and neck squamous cell carcinoma (HNSCC) is a highly aggressive and devastating disease arising primarily from the mucosal epithelium of the oral cavity, pharynx, and larynx. HNSCC ranks as the sixth most common cancer worldwide, carrying significant morbidity and mortality. HPV-positive HNSCC can be partially prevented with the FDA-approved HPV vaccine and generally exhibits a more favorable prognosis compared to HPV-negative cases. However, effective screening and treatment approaches remain elusive for HPV-negative HNSCC. While precancerous lesions may precede invasive cancer in certain situations, most patients present with advanced disease without prior indication of precancerous conditions. Despite robust immune cell infiltration in HNSCC tumors, the extent and composition of immune infiltration vary widely among patients, and these tumors often evade immune surveillance through diverse mechanisms. Given the heterogeneous nature of HNSCC influenced by anatomical location and etiological factors, precise identification of biomarkers and personalized treatment strategies are imperative. In this study, we aim to explore the possibility of establishing an effective treatment strategy to overcome obstacles to targeted treatment and enable long-term survival through detailed molecular characterization and immune profiling of HNSCC.",PubMed
10.1016/j.apsb.2025.03.008,Bacterial extracellular vesicles for gut microbiome-host communication and drug development.,"As the intricate interplay between microbiota and the host garners increasing research attention, a significant parallel surge has emerged in the investigation of intestinal bacterial extracellular vesicles (BEVs). Most intestinal bacteria secrete BEVs, which harbor specific cargo molecules and exhibit diverse functions, encompassing interactions among bacteria themselves and between bacteria and the host. These interactions can either bolster host health or contribute to various pathologies. By integrating the characteristics of BEVs, we summarized the current research landscape, delving into the intricate interplay between BEVs and different diseases. Furthermore, we offer a succinct overview of the challenges faced in BEVs-based research, encompassing separation, detection, engineering for drug purposes, clinical diagnostics, safety, and future study. In essence, these summaries may serve as invaluable guides for BEVs as communication tools between the gut microbiome and host, ultimately propelling the discovery of novel studies and drug discovery.","As the intricate interplay between microbiota and the host garners increasing research attention, a significant parallel surge has emerged in the investigation of intestinal bacterial extracellular vesicles (BEVs). Most intestinal bacteria secrete BEVs, which harbor specific cargo molecules and exhibit diverse functions, encompassing interactions among bacteria themselves and between bacteria and the host. These interactions can either bolster host health or contribute to various pathologies. By integrating the characteristics of BEVs, we summarized the current research landscape, delving into the intricate interplay between BEVs and different diseases. Furthermore, we offer a succinct overview of the challenges faced in BEVs-based research, encompassing separation, detection, engineering for drug purposes, clinical diagnostics, safety, and future study. In essence, these summaries may serve as invaluable guides for BEVs as communication tools between the gut microbiome and host, ultimately propelling the discovery of novel studies and drug discovery.",PubMed
10.1016/j.apsb.2025.03.011,Overview of host-directed antiviral targets for future research and drug development.,"Viruses constitute a significant group of pathogens that have caused numerous fatalities and substantial economic losses in recent years, particularly with the emergence of coronaviruses. While the impact of SARS-CoV-2 appears to be diminishing in daily life, only a limited number of drugs have received approval or emergency use authorization for its treatment. Given the high mutation rate of viral genomes, host-directed agents (HDAs) have emerged as a preferred choice due to their broad applicability and lasting effectiveness. In contrast to direct-acting antivirals (DAAs), HDAs offer several advantages, including broad-spectrum antiviral activities, potential efficacy against future emerging viruses, and a lower likelihood of inducing drug resistance. In our review article, we have synthesized known host-directed antiviral targets that span diverse cellular pathways and mechanisms, shedding light on the intricate interplay between host cells and viruses. Additionally, we have provided a brief overview of the development of HDAs based on these targets. We aim for this comprehensive analysis to offer valuable perspectives and insights that can guide future antiviral research and drug development efforts.","Viruses constitute a significant group of pathogens that have caused numerous fatalities and substantial economic losses in recent years, particularly with the emergence of coronaviruses. While the impact of SARS-CoV-2 appears to be diminishing in daily life, only a limited number of drugs have received approval or emergency use authorization for its treatment. Given the high mutation rate of viral genomes, host-directed agents (HDAs) have emerged as a preferred choice due to their broad applicability and lasting effectiveness. In contrast to direct-acting antivirals (DAAs), HDAs offer several advantages, including broad-spectrum antiviral activities, potential efficacy against future emerging viruses, and a lower likelihood of inducing drug resistance. In our review article, we have synthesized known host-directed antiviral targets that span diverse cellular pathways and mechanisms, shedding light on the intricate interplay between host cells and viruses. Additionally, we have provided a brief overview of the development of HDAs based on these targets. We aim for this comprehensive analysis to offer valuable perspectives and insights that can guide future antiviral research and drug development efforts.",PubMed
10.1016/j.apsb.2025.02.033,Discovery and mechanism verification of first-in-class hydrophobic tagging-based degraders of HBV core protein.,"Interfering hepatitis B virus (HBV) capsid assembly holds promise as a therapeutic approach for chronic hepatitis B (CHB). Novel anti-HBV agents are urgently needed to overcome drug resistance challenges, with targeted protein degradation (TPD) emerging as a hopeful strategy. Herein, we report the first degradation of HBV core protein (HBC), a multifunctional structural protein, using small-molecule degraders developed by hydrophobic tagging (HyT) technology. Structure-activity relationship (SAR) analysis identified compound <b>HyT</b>-<b>S7</b>, featuring an adamantyl group, exhibiting potent inhibitory activity (EC<sub>50</sub> = 0.46 μmol/L, HepAD38 cells) and degradation ability (DC<sub>50</sub> = 3.02 ± 0.54 μmol/L) in a dose- and time-dependent manner. Mechanistic studies demonstrated that the autophagy-lysosome pathway was a potential driver of <b>HyT-S7-</b>induced HBC degradation. Remarkably, <b>HyT-S7</b> effectively degraded 11 drug-resistant mutants, including highly resistant strains P25G and T33N, to Phase III drug GLS4. Furthermore, cellular thermal shift assay, surface plasmon resonance assay, and molecular dynamics simulations revealed the precise mode of <b>HyT-S7</b> binding to HBC with the adamantyl group potentially mimicking protein misfolding to facilitate HBC degradation. This first proof-of-concept study highlights the potential of HyT-mediated TPD in HBC as a promising avenue for discovering novel HBV and other antiviral agents with favorable drug resistance profiles.","Interfering hepatitis B virus (HBV) capsid assembly holds promise as a therapeutic approach for chronic hepatitis B (CHB). Novel anti-HBV agents are urgently needed to overcome drug resistance challenges, with targeted protein degradation (TPD) emerging as a hopeful strategy. Herein, we report the first degradation of HBV core protein (HBC), a multifunctional structural protein, using small-molecule degraders developed by hydrophobic tagging (HyT) technology. Structure-activity relationship (SAR) analysis identified compound <b>HyT</b>-<b>S7</b>, featuring an adamantyl group, exhibiting potent inhibitory activity (EC<sub>50</sub> = 0.46 μmol/L, HepAD38 cells) and degradation ability (DC<sub>50</sub> = 3.02 ± 0.54 μmol/L) in a dose- and time-dependent manner. Mechanistic studies demonstrated that the autophagy-lysosome pathway was a potential driver of <b>HyT-S7-</b>induced HBC degradation. Remarkably, <b>HyT-S7</b> effectively degraded 11 drug-resistant mutants, including highly resistant strains P25G and T33N, to Phase III drug GLS4. Furthermore, cellular thermal shift assay, surface plasmon resonance assay, and molecular dynamics simulations revealed the precise mode of <b>HyT-S7</b> binding to HBC with the adamantyl group potentially mimicking protein misfolding to facilitate HBC degradation. This first proof-of-concept study highlights the potential of HyT-mediated TPD in HBC as a promising avenue for discovering novel HBV and other antiviral agents with favorable drug resistance profiles.",PubMed
10.1016/j.apsb.2025.02.015,Advances in development of antiviral strategies against respiratory syncytial virus.,"Human respiratory syncytial virus (RSV) is a major cause of lower respiratory tract infections in infants and young children, as well as an important cause of respiratory tract infections in immunocompromised patients and the elderly, which poses a significant economic and social burden worldwide. In recent years, substantial progress has been made in understanding the structure and function of RSV proteins and the interactions between RSV with host factors which is helpful to the discovery of new therapeutic targets and the development of novel interventions. Although two vaccines and two monoclonal antibodies for RSV prevention have been approved, the antiviral treatment remains an unmet clinical need. In this review, we summarize the structure, protein functional properties, and pathological mechanisms of RSV and the current status of RSV drug development. In addition, remaining challenges and innovative ideas for RSV prevention and treatment have also been highlighted.","Human respiratory syncytial virus (RSV) is a major cause of lower respiratory tract infections in infants and young children, as well as an important cause of respiratory tract infections in immunocompromised patients and the elderly, which poses a significant economic and social burden worldwide. In recent years, substantial progress has been made in understanding the structure and function of RSV proteins and the interactions between RSV with host factors which is helpful to the discovery of new therapeutic targets and the development of novel interventions. Although two vaccines and two monoclonal antibodies for RSV prevention have been approved, the antiviral treatment remains an unmet clinical need. In this review, we summarize the structure, protein functional properties, and pathological mechanisms of RSV and the current status of RSV drug development. In addition, remaining challenges and innovative ideas for RSV prevention and treatment have also been highlighted.",PubMed
10.3389/fcvm.2025.1506388,Yellow Wine Polyphenolic Compounds protect against myocardial ischemia-reperfusion injury in rats by activating Nrf2 nuclear translocation to regulate the balance of mitochondrial fission and fusion.,"Myocardial ischemia-reperfusion injury is a pathological phenomenon that occurs after coronary blood flow restoration and poses a threat to patients' lives. Its mechanisms are closely related to oxidative stress and mitochondrial dysfunction. Yellow Wine Polyphenolic Compounds, a dietary polyphenol with significant antioxidant effects, have been shown to offer protection in various cardiovascular diseases. However, their role in MIRI remains under-researched. <i>In vivo</i> experiments, TTC staining was used to assess myocardial viability, and cardiac ultrasound was employed to measure left ventricular ejection function. Morphological staining and detection of myocardial injury markers were used to evaluate cardiac damage. Transmission electron microscopy was used to observe mitochondrial morphology in myocardial tissue, and ELISA was performed to evaluate the activity of mitochondrial complexes. Adeno-associated virus knockdown was utilized to verify the role of Nrf2. In <i>in vitro</i> experiments, confocal microscopy was used to scan mitochondrial morphology in cardiomyocytes and to observe the intracellular localization of the Nrf2 molecule. TTC staining showed that MIRI significantly increased the infarct size in the left ventricle, whereas pre-treatment with YWPC (Yellow Wine Polyphenol Compound) significantly reduced the infarct area. Cardiac ultrasound demonstrated that YWPC intervention preserved left ventricular ejection fraction. Morphological staining and detection of myocardial injury markers revealed that MIRI caused tissue edema, increased myocardial apoptosis and damage, but YWPC pre-treatment alleviated these injuries. Transmission electron microscopy showed that YWPC reversed the excessive mitochondrial fission caused by MIRI. Immunofluorescence indicated that YWPC significantly promoted Nrf2 nuclear translocation and increased the expression of downstream antioxidant molecules. YWPC pre-treatment can protect myocardial tissue by reducing the excessive mitochondrial fission induced by MIRI, and Nrf2 mediates these effects.","Myocardial ischemia-reperfusion injury is a pathological phenomenon that occurs after coronary blood flow restoration and poses a threat to patients' lives. Its mechanisms are closely related to oxidative stress and mitochondrial dysfunction. Yellow Wine Polyphenolic Compounds, a dietary polyphenol with significant antioxidant effects, have been shown to offer protection in various cardiovascular diseases. However, their role in MIRI remains under-researched. <i>In vivo</i> experiments, TTC staining was used to assess myocardial viability, and cardiac ultrasound was employed to measure left ventricular ejection function. Morphological staining and detection of myocardial injury markers were used to evaluate cardiac damage. Transmission electron microscopy was used to observe mitochondrial morphology in myocardial tissue, and ELISA was performed to evaluate the activity of mitochondrial complexes. Adeno-associated virus knockdown was utilized to verify the role of Nrf2. In <i>in vitro</i> experiments, confocal microscopy was used to scan mitochondrial morphology in cardiomyocytes and to observe the intracellular localization of the Nrf2 molecule. TTC staining showed that MIRI significantly increased the infarct size in the left ventricle, whereas pre-treatment with YWPC (Yellow Wine Polyphenol Compound) significantly reduced the infarct area. Cardiac ultrasound demonstrated that YWPC intervention preserved left ventricular ejection fraction. Morphological staining and detection of myocardial injury markers revealed that MIRI caused tissue edema, increased myocardial apoptosis and damage, but YWPC pre-treatment alleviated these injuries. Transmission electron microscopy showed that YWPC reversed the excessive mitochondrial fission caused by MIRI. Immunofluorescence indicated that YWPC significantly promoted Nrf2 nuclear translocation and increased the expression of downstream antioxidant molecules. YWPC pre-treatment can protect myocardial tissue by reducing the excessive mitochondrial fission induced by MIRI, and Nrf2 mediates these effects.",PubMed
10.1016/j.onehlt.2025.101070,Tanzania confirms its second MVD outbreak: A constantly emerging outbreak calls for effective countermeasures in light of one health approach and preparedness to counter future epidemics.,,,PubMed
10.1016/j.onehlt.2025.101072,The opportunities for and barriers to antimicrobial resistance surveillance by lot quality assurance sampling in livestock: Findings from interviews with stakeholders in Germany.,"Bacterial pathogens exhibiting antimicrobial resistance (AMR) are a health threat for humans, companion animals and livestock. Surveillance underpins appropriate AMR responses, but can be biased or expensive. Surveillance using Lot Quality Assurance Sampling (LQAS) has shown promise in human health settings; more evidence on its applicability and acceptability in livestock populations is needed. Drawing on in-depth interviews, this article examines stakeholder perspectives on LQAS for AMR surveillance in livestock in Germany. Twenty-five stakeholders were interviewed. They included employees of German universities, research institutes, Federal animal health services / veterinary laboratories, animal producer associations, and veterinarians. Detailed notes of online interviews were analyzed using a framework approach. Respondents were concerned about AMR in livestock and also about restrictions on antibiotic treatment options. They described the multifaceted, legally prescribed data gathering for farmers to monitor antibiotic consumption and the widespread use of antibiograms to guide treatment in Germany. Respondents saw potential benefits of LQAS for AMR surveillance, in terms of reducing the sample sizes and the need for antibiotic susceptibility tests, but there were questions about surveilling commensal bacteria, with concerns about it leading to further restrictions on antibiotic consumption and driving food production overseas. An LQAS approach to AMR surveillance requires locally responsive guidance to alleviate concerns about further restriction of treatment options (and about animal welfare). Given existing data collection, recording and reporting burden for farmers and veterinarians, early engagement is needed to agree the rationale and benefits of LQAS, particularly if surveilling resistance in commensal bacteria is considered.","Bacterial pathogens exhibiting antimicrobial resistance (AMR) are a health threat for humans, companion animals and livestock. Surveillance underpins appropriate AMR responses, but can be biased or expensive. Surveillance using Lot Quality Assurance Sampling (LQAS) has shown promise in human health settings; more evidence on its applicability and acceptability in livestock populations is needed. Drawing on in-depth interviews, this article examines stakeholder perspectives on LQAS for AMR surveillance in livestock in Germany. Twenty-five stakeholders were interviewed. They included employees of German universities, research institutes, Federal animal health services / veterinary laboratories, animal producer associations, and veterinarians. Detailed notes of online interviews were analyzed using a framework approach. Respondents were concerned about AMR in livestock and also about restrictions on antibiotic treatment options. They described the multifaceted, legally prescribed data gathering for farmers to monitor antibiotic consumption and the widespread use of antibiograms to guide treatment in Germany. Respondents saw potential benefits of LQAS for AMR surveillance, in terms of reducing the sample sizes and the need for antibiotic susceptibility tests, but there were questions about surveilling commensal bacteria, with concerns about it leading to further restrictions on antibiotic consumption and driving food production overseas. An LQAS approach to AMR surveillance requires locally responsive guidance to alleviate concerns about further restriction of treatment options (and about animal welfare). Given existing data collection, recording and reporting burden for farmers and veterinarians, early engagement is needed to agree the rationale and benefits of LQAS, particularly if surveilling resistance in commensal bacteria is considered.",PubMed
10.1016/j.onehlt.2025.101065,Serosurveillance of Crimean-Congo hemorrhagic fever virus antibodies in livestock as a reservoir for human infection in Afghanistan.,"Crimean Congo hemorrhagic fever (CCHF) is a zoonotic tick-borne viral infection causing hemorrhages and fever in humans. Infected livestock typically do not display clinical signs. The current study was performed to investigate the CCHF virus IgG antibody seroprevalence and to analyze the risk factors related to its prevalence in ruminants from southern (Kandahar), western (Herat) and northern (Balkh) zones of Afghanistan. Seroprevalence was assessed using the double antigen enzyme-linked immunosorbent assay (DA ELISA) method. Metadata with risk factors was obtained to accompany 1152 blood samples from cattle, sheep, and goats. Based on the ELISA sample to positive control ratio (S/P% value), the animals were considered seropositive for CCHF virus IgG antibody. The cattle (21.9 %) had significantly (<i>p</i> <i><</i> 0.001) higher within-species seroprevalence than goats (10.6 %), and sheep (5.2 %). Female (16.66 %), older (19.27 %), exotic (20.93 %), tick positive (17.70 %), and communally grazed (21.42 %) animals had the highest seropositivity of CCHF virus IgG antibody. This study describes the situation in a region where CCHF is a serious public health concern. The results highlight opportunities to reduce the incidence of human CCHF by implementing livestock management practices.","Crimean Congo hemorrhagic fever (CCHF) is a zoonotic tick-borne viral infection causing hemorrhages and fever in humans. Infected livestock typically do not display clinical signs. The current study was performed to investigate the CCHF virus IgG antibody seroprevalence and to analyze the risk factors related to its prevalence in ruminants from southern (Kandahar), western (Herat) and northern (Balkh) zones of Afghanistan. Seroprevalence was assessed using the double antigen enzyme-linked immunosorbent assay (DA ELISA) method. Metadata with risk factors was obtained to accompany 1152 blood samples from cattle, sheep, and goats. Based on the ELISA sample to positive control ratio (S/P% value), the animals were considered seropositive for CCHF virus IgG antibody. The cattle (21.9 %) had significantly (<i>p</i> <i><</i> 0.001) higher within-species seroprevalence than goats (10.6 %), and sheep (5.2 %). Female (16.66 %), older (19.27 %), exotic (20.93 %), tick positive (17.70 %), and communally grazed (21.42 %) animals had the highest seropositivity of CCHF virus IgG antibody. This study describes the situation in a region where CCHF is a serious public health concern. The results highlight opportunities to reduce the incidence of human CCHF by implementing livestock management practices.",PubMed
